true,predict
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
4,3.375
4,3.375
1,3.375
2,3.375
4,3.375
4,3.375
4,3.375
4,3.375
4,3.8
4,3.8
3,3.8
3,3.8
4,3.8
4,3.8
4,3.8
4,3.8
4,3.8
4,3.8
4,3.727272727272727
1,3.727272727272727
4,3.727272727272727
4,3.727272727272727
4,3.727272727272727
4,3.727272727272727
4,3.727272727272727
4,3.727272727272727
4,3.727272727272727
4,3.727272727272727
4,3.727272727272727
4,2.6
1,2.6
4,2.6
1,2.6
1,2.6
1,2.6
2,2.6
4,2.6
4,2.6
4,2.6
4,2.71875
4,2.71875
3,2.71875
2,2.71875
3,2.71875
2,2.71875
3,2.71875
4,2.71875
4,2.71875
4,2.71875
3,2.71875
1,2.71875
1,2.71875
1,2.71875
2,2.71875
2,2.71875
2,2.71875
2,2.71875
2,2.71875
2,2.71875
2,2.71875
3,2.71875
3,2.71875
3,2.71875
3,2.71875
3,2.71875
3,2.71875
3,2.71875
3,2.71875
3,2.71875
3,2.71875
4,2.71875
4,3.5
4,3.5
4,3.5
4,3.5
1,3.5
4,3.5
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
2,3.7777777777777777
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
4,3.9
3,3.9
4,3.9
4,3.9
4,3.9
4,3.9
4,3.9
4,3.9
4,3.9
4,3.9
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
4,3.5
3,3.5
4,3.5
1,3.5
1,3.5
4,3.5
4,3.5
4,3.5
4,3.5
4,3.5
4,3.5
4,3.5
4,3.5
4,3.5
3,3.0
4,3.0
3,3.0
3,3.0
1,3.0
3,3.0
3,3.0
4,3.0
2,3.75
4,3.75
4,3.75
4,3.75
4,3.75
4,3.75
4,3.75
4,3.75
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,3.888888888888889
4,3.888888888888889
4,3.888888888888889
4,3.888888888888889
4,3.888888888888889
4,3.888888888888889
3,3.888888888888889
4,3.888888888888889
4,3.888888888888889
4,3.5
4,3.5
4,3.5
3,3.5
4,3.5
4,3.5
3,3.5
4,3.5
3,3.5
3,3.5
3,3.5
3,3.5
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
3,2.8181818181818183
4,2.8181818181818183
3,2.8181818181818183
3,2.8181818181818183
1,2.8181818181818183
2,2.8181818181818183
3,2.8181818181818183
3,2.8181818181818183
3,2.8181818181818183
3,2.8181818181818183
3,2.8181818181818183
4,2.5
1,2.5
4,2.5
4,2.5
1,2.5
2,2.5
2,2.5
2,2.5
2,2.5
3,2.5
4,3.7777777777777777
4,3.7777777777777777
2,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
3,2.875
3,2.875
3,2.875
3,2.875
3,2.875
3,2.875
2,2.875
3,2.875
3,3.4444444444444446
4,3.4444444444444446
4,3.4444444444444446
3,3.4444444444444446
3,3.4444444444444446
4,3.4444444444444446
3,3.4444444444444446
4,3.4444444444444446
3,3.4444444444444446
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
4,3.9411764705882355
3,3.9411764705882355
4,3.9411764705882355
1,2.6666666666666665
1,2.6666666666666665
3,2.6666666666666665
4,2.6666666666666665
1,2.6666666666666665
1,2.6666666666666665
1,2.6666666666666665
2,2.6666666666666665
2,2.6666666666666665
3,2.6666666666666665
3,2.6666666666666665
3,2.6666666666666665
3,2.6666666666666665
4,2.6666666666666665
4,2.6666666666666665
4,2.6666666666666665
4,2.6666666666666665
4,2.6666666666666665
4,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
1,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
4,3.176470588235294
4,3.176470588235294
4,3.176470588235294
3,3.176470588235294
3,3.176470588235294
4,3.176470588235294
4,3.176470588235294
1,3.176470588235294
1,3.176470588235294
2,3.176470588235294
3,3.176470588235294
3,3.176470588235294
3,3.176470588235294
3,3.176470588235294
4,3.176470588235294
4,3.176470588235294
4,3.176470588235294
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
3,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.44
4,3.44
4,3.44
4,3.44
4,3.44
2,3.44
1,3.44
4,3.44
4,3.44
4,3.44
4,3.44
4,3.44
4,3.44
2,3.44
4,3.44
1,3.44
4,3.44
4,3.44
1,3.44
4,3.44
4,3.44
4,3.44
4,3.44
3,3.44
4,3.44
4,3.4545454545454546
4,3.4545454545454546
3,3.4545454545454546
4,3.4545454545454546
4,3.4545454545454546
3,3.4545454545454546
4,3.4545454545454546
3,3.4545454545454546
3,3.4545454545454546
3,3.4545454545454546
3,3.4545454545454546
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,3.1818181818181817
1,3.1818181818181817
1,3.1818181818181817
3,3.1818181818181817
3,3.1818181818181817
3,3.1818181818181817
4,3.1818181818181817
4,3.1818181818181817
4,3.1818181818181817
4,3.1818181818181817
4,3.1818181818181817
4,3.1818181818181817
4,3.1818181818181817
1,3.1818181818181817
2,3.1818181818181817
2,3.1818181818181817
2,3.1818181818181817
4,3.1818181818181817
4,3.1818181818181817
4,3.1818181818181817
4,3.1818181818181817
4,3.1818181818181817
1,2.875
4,2.875
2,2.875
1,2.875
3,2.875
4,2.875
4,2.875
4,2.875
4,3.75
4,3.75
4,3.75
4,3.75
4,3.75
4,3.75
4,3.75
1,3.75
4,3.75
4,3.75
4,3.75
4,3.75
2,2.4444444444444446
3,2.4444444444444446
3,2.4444444444444446
3,2.4444444444444446
1,2.4444444444444446
1,2.4444444444444446
3,2.4444444444444446
3,2.4444444444444446
3,2.4444444444444446
4,3.2857142857142856
4,3.2857142857142856
4,3.2857142857142856
1,3.2857142857142856
2,3.2857142857142856
4,3.2857142857142856
4,3.2857142857142856
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
3,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
3,3.7777777777777777
3,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
4,3.7777777777777777
3,3.7777777777777777
4,3.7777777777777777
2,3.7777777777777777
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
3,3.9166666666666665
4,3.9166666666666665
4,3.9166666666666665
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
1,2.5714285714285716
3,2.5714285714285716
3,2.5714285714285716
2,2.5714285714285716
3,2.5714285714285716
3,2.5714285714285716
3,2.5714285714285716
4,3.4
3,3.4
4,3.4
4,3.4
1,3.4
3,3.4
4,3.4
4,3.4
3,3.4
4,3.4
4,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
1,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
4,3.5555555555555554
4,3.5555555555555554
1,3.5555555555555554
4,3.5555555555555554
4,3.5555555555555554
4,3.5555555555555554
3,3.5555555555555554
4,3.5555555555555554
4,3.5555555555555554
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
3,3.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,4.0
4,3.4285714285714284
4,3.4285714285714284
4,3.4285714285714284
2,3.4285714285714284
4,3.4285714285714284
4,3.4285714285714284
4,3.4285714285714284
1,3.4285714285714284
2,3.4285714285714284
3,3.4285714285714284
4,3.4285714285714284
4,3.4285714285714284
4,3.4285714285714284
4,3.4285714285714284
4,3.4444444444444446
4,3.4444444444444446
4,3.4444444444444446
4,3.4444444444444446
4,3.4444444444444446
4,3.4444444444444446
1,3.4444444444444446
3,3.4444444444444446
3,3.4444444444444446
4,3.5714285714285716
4,3.5714285714285716
3,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
3,3.5714285714285716
4,3.5714285714285716
1,3.5714285714285716
3,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
4,3.5714285714285716
4,3.5555555555555554
4,3.5555555555555554
4,3.5555555555555554
4,3.5555555555555554
4,3.5555555555555554
4,3.5555555555555554
4,3.5555555555555554
2,3.5555555555555554
2,3.5555555555555554
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
3,2.864406779661017
